Text,Class
"Carel Victor Gerritsen is a Dutch artist known for his striking abstract artwork. Born in 1891, he studied at Amsterdam's Royal Academy of Visual Arts and later became a member of the influential art movement De Stijl. Gerritsen's paintings often featured geometric shapes, bold colors, and linear compositions, reflecting the influence of modernism and the avant-garde. His work was characterized by a sense of energy and dynamism. Gerritsen's contributions have left a lasting impact on the field of abstract art in the Netherlands and beyond.",1
"George Charles Beckley was an English captain, trader, and military adviser. He was one of the earliest foreigners to have a major impact in the Kingdom of Hawaii, where he eventually became a noble, and was one of the disputed creators of the Flag of Hawaii.",0
"The 78th Boat Race took place on 27 March 1926. Held annually, the Boat Race is a side-by-side rowing race between crews from the Universities of Oxford and Cambridge along the River Thames. Umpired by former rower Frederick I. Pitman, Cambridge won by five lengths in a time of 19 minutes 29 seconds in the largest winning margin since 1912. It was Cambridge's third consecutive victory and took the overall record in the event to 40–37 in Oxford's favour.",0
"Washington State Route 168, also known as the Mount Baker Highway, is a scenic road located in Whatcom County in the state of Washington, USA. Covering a distance of approximately 57 miles, it serves as a crucial transportation route connecting the communities of Bellingham and Mount Baker. Along the way, drivers are treated with breathtaking views of the Cascade Range, pristine forests, and access to various recreational activities such as hiking, skiing, and camping.",1
"The Hallie Ford Museum of Art is located in Salem, Oregon, and is known for its diverse collection of American art. The museum showcases a wide range of artwork, including contemporary, historical, and regional art pieces. It houses over 7,500 works of art, featuring prints, paintings, sculptures, and photography. The museum also hosts rotating exhibitions that highlight both renowned artists and up-and-coming talents. The Hallie Ford Museum of Art offers visitors the opportunity to explore various artistic styles and perspectives, providing an enriching experience for art enthusiasts of all ages.",1
"Vanitas: Flesh Dress for an Albino Anorectic is an artwork created by Canadian artist Jana Sterbak, first displayed at Montreal's Galerie Rene Blouin. Its most famous showing was at the National Gallery of Canada in Ottawa, where it attracted national controversy. The work was composed of 50 pounds of raw flank steaks sewn together, and hung on a hanger. According to the artist, the work is a contrast between vanity and bodily decomposition.The artwork is in the collections of Walker Art Center in Minneapolis and of Centre Pompidou in Paris .",0
"Washington State Route 906, also known as the High Bridge Road, is a vital transportation route connecting Interstate 90 with the mining town of Roslyn in Kittitas County, Washington. The road stretches approximately 2.3 miles, crossing the Yakima River through a historic steel truss bridge. It offers scenic views of the surrounding mountains and Roslyn's picturesque landscape. Although a relatively short stretch, it provides a key link between I-90 and Roslyn, serving as an important transportation corridor for both locals and visitors to the area.",1
"Kathleen Freeman was a British classical scholar and author of detective novels. Her detective fiction was published under the pseudonym Mary Fitt. Freeman was a lecturer in Greek at the University College of South Wales and Monmouthshire, Cardiff, between 1919 and 1946.",0
"'Kimball Island' is a gripping mystery novel written by Justin Heazlewood. The story revolves around three friends named Matt, Craig, and Miranda, who embark on a journey to a remote island off the coast of Tasmania. The island is shrouded in mystery and holds the key to unraveling secrets from the past. As the friends delve deeper into the island's secrets, they uncover a twisted web of deceit, betrayal, and dark secrets that threaten their very lives.",1
"Cylindropuntia imbricata, the cane cholla , is a cactus found in the Southwestern United States and northern Mexico, including some cooler regions in comparison to many other cacti. It occurs primarily in the arid regions of the Southwestern United States in the states of Kansas, Oklahoma, Texas, New Mexico, Arizona, Colorado, and Nevada. It is often conspicuous because of its shrubby or even tree-like size, its silhouette, and its long-lasting yellowish fruits.",0
"Ahmad Hassan Dani was a Pakistani archaeologist, historian, and linguist. He was among the foremost authorities on Central Asian and South Asian archaeology and history. He introduced archaeology as a discipline in higher education in Pakistan and Bangladesh. Throughout his career, Dani held various academic positions and international fellowships, apart from conducting archaeological excavations and research. He is particularly known for archaeological work on pre-Indus civilization and Gandhara sites in Northern Pakistan.",0
M-205 was a state trunkline highway in the US state of Michigan. The route was turned back to local control in October 2002 by the Michigan Department of Transportation . MDOT swapped roadways with the Cass County Road Commission ending the 67-year history of M-205.,0
"The Boat Race in 1883 saw the Oxford University Boat Club and Cambridge University Boat Club competing against each other on the River Thames. Cambridge had a commanding lead for most of the race, however, Oxford made a great comeback and won the race by a narrow margin of three feet, completing the course in 21 minutes and 45 seconds.",1
"The 1982-83 South-West Indian Ocean cyclone season had 6 named storms, including a destructive cyclone named Domoina.",1
"The British Alpine Hannibal Expedition was an experimental archeology event that took place in 1959. British engineer John Hoyte led an expedition that tried to reenact aspects of Hannibal's legendary crossing of the Alps during the Second Punic War in 218 BCE. The group successfully took the female Asian elephant Jumbo, provided by a zoo in Turin, from France over the Col du Mont Cenis into Italy.",0
"A coupe or coupé is a passenger car with a sloping or truncated rear roofline and two doors.The term coupé was first applied to horse-drawn carriages for two passengers without rear-facing seats. It comes from the French past participle of couper, ""cut"".",0
"Nicole Lee Haislett is an American former competitive swimmer who was a three-time Olympic gold medalist, a former world and American record-holder, and an eight-time American national college champion. During her international swimming career, Haislett won twenty-two medals in major international championships, including fourteen golds.",0
"Jonathan Lethem is an American author known for his unique blend of genres, often combining elements of science fiction, detective fiction, and surrealism. Born in 1964, Lethem has published numerous novels and short stories, gaining critical acclaim and a dedicated following. He frequently explores themes of identity, popular culture, and the human connection to the urban environment. Lethem's works often feature eccentric characters and playful language, creating a vibrant and imaginative reading experience. With his distinct style and inventive storytelling, Lethem has solidified his place as a prominent figure in contemporary literature.",1
"Phallus calongei is a species of stinkhorn mushroom. Found in Pakistan, it was described as new to science in 2009. Starting out as an ""egg"", the fully expanded fruit body consists of a single, thick, stipe with a cap attached to the apex and covered with olive-green, slimy spore-containing gleba. It is distinguished from other similar Phallus species by a combination of features, including a pinkish, reticulated cap, and a stipe that is tapered at both ends. The edibility of the mushroom is unknown.",0
"Pilar Shimizu is a renowned author and historian known for her expertise in Japanese American history and feminist theory. She was born in Los Angeles, California and has dedicated her career to research and activism, shedding light on the experiences of Japanese Americans during World War II. Shimizu's work often explores themes of identity, race, and gender, presenting a nuanced perspective on the intersectionality of these dynamics. Through her books and lectures, she challenges historical narratives and explores the impact of social structures on marginalized communities. Shimizu is a respected figure in academic circles and continues to contribute to the field of history.",1
"The 2000-01 South-West Indian Ocean Cyclone Season had 10 moderate to intense tropical cyclones, with Madagascar being the most affected.",1
"Paul Anthony Michael McDermott is an Australian entertainer, best known both for Good News Week and for his role as a member of the musical comedy group the Doug Anthony All Stars. He has frequently appeared at the Melbourne International Comedy Festival and taken part in its two major televised productions, the Comedy Festival Gala and the Great Debate. McDermott has also performed and written numerous shows as a solo performer and authored children’s books and newspaper articles and directed short animated films.",0
"Sonnet 86 is one of 154 sonnets first published by the English playwright and poet William Shakespeare in the Quarto of 1609. It is the final poem of the Rival Poet group of the Fair Youth sonnets in which Shakespeare writes about an unnamed young man and a rival poet competing for the youth's favor. The exact date of its composition is unknown, it has been suggested that the Rival Poet series may have been written between 1598 and 1600.Sonnet 86 has attracted attention because it seems to offer clues to the identity of the Rival Poet.",0
"The International Pentecostal Holiness Church is a Holiness-Pentecostal Christian denomination founded in 1911 with the merger of two older denominations. Historically centered in the Southeastern United States, particularly the Carolinas and Georgia, the Pentecostal Holiness Church now has an international presence. In 2000, the church reported a worldwide membership of over one million—over three million including affiliates.Heavily influenced by two major American revival movements—the holiness movement of the late 19th century and the Pentecostal revival of the early 20th century—the church's theological roots derive from John Wesley's teachings on sanctification.",0
"Widgiemoolthalite is a rare mineral discovered in Western Australia in 1981. It belongs to the elpasolite group and is characterized by its cubic crystal structure. The mineral is typically green or yellow in color and is found in small crystals embedded in a host rock. Widgiemoolthalite is composed of potassium, uranium, and chlorine, with traces of thorium and rare earth elements. Due to its radioactive nature, the mineral is primarily of scientific interest, and its occurrence is limited to a few locations worldwide. The name Widgiemoolthalite is derived from the Widgiemooltha region in Australia, where it was first discovered.",1
"The 12th Boat Race took place on the River Thames on 8 April 1854. Typically held annually, the event is a side-by-side rowing race between crews from the Universities of Oxford and Cambridge. The race was won by Oxford who triumphed over Cambridge by seven lengths.",0
"Panchakanya is a term used in Hindu mythology to refer to five legendary women who are regarded as exemplary figures of femininity, strength, and resilience. They include Ahalya, Draupadi, Kunti, Tara, and Mandodari. Despite facing various challenges and difficulties, these women displayed remarkable courage and integrity in their lives. The Panchakanya inspire Hindu women to embrace their inherent power and show that even in the face of adversity, one can rise above and assert their true potential.",1
"Garrett Rivas is a former American football placekicker who played for the University of Michigan Wolverines from 2001 to 2006. He achieved several records during his college career, including the Big Ten Conference record for most field goals made. Rivas also earned various accolades, such as the Second Team All-Big Ten and Academic All-Big Ten honors. After college, Rivas had brief stints in the National Football League and the Arena Football League. He is remembered as a skilled and reliable kicker.",1
"Emma Reaney . She has set American records in both the 200 yard breaststroke and the 4x50 meter medley relay. As of 2021, Reaney still held 4 Notre Dame swimming event records.",0
"Minuscule 543 it has been assigned to the 12th century.The manuscript contains the text of the four Gospels, with some gaps and some unusual grammar forms and numerous errors. The manuscript is housed at the University of Michigan.",0
"'Mahanati' is a biographical film released in 2018 that depicts the life of the legendary South Indian actress, Savitri. The movie delves into her rise to stardom in the film industry, her tumultuous personal life, and her eventual downfall. It showcases Savitri's magnetic personality on screen and unveils the challenges she faced as a woman in a male-dominated industry. 'Mahanati' received critical acclaim for its brilliant performances, engaging narrative, and stunning visuals, making it a must-watch for both fans of Savitri and film enthusiasts.",1
"The Berlin ePrix is an annual race of the single-seater, electrically powered Formula E championship, held in Berlin, Germany. It was first raced in the 2014–15 season.",0
"The many-banded krait in length, it is a black or bluish-black snake with many white bands across its body. The many-banded krait mostly inhabits marshy areas throughout its geographical distribution, though it does occur in other habitat types.",0
"Bellaire is a city in southwest Harris County, Texas, United States, within the Houston–Sugar Land–Baytown metropolitan area. As of the 2020 U.S. census, the city population was 17,202. It is surrounded by the cities of Houston and West University Place. Bellaire is known as the ""City of Homes"", owing to its mostly residential character; but it has offices along the I-610 Loop within the city limits.",0
"Margaret Sibella Brown was a Canadian bryologist specializing in mosses and liverworts native to Nova Scotia. Although lacking formal scientific training, she has been recognized for her contributions to bryology and as an authority on the mosses and liverworts of Nova Scotia. Samples she collected are now housed at major herbaria in North America and Europe.",0
"K-30 is a state highway in Kansas that spans approximately 26 miles, connecting the cities of Belleville and Clifton. It serves as a crucial transportation route for locals, providing access to agricultural areas and enhancing connectivity within the region.",1
"The Gozo Phoenician shipwreck is an archaeological site located off the coast of Gozo, an island in the Mediterranean Sea. Discovered in 2007, the wreck is believed to date back to the 8th century BCE and is considered one of the earliest and best-preserved Phoenician shipwrecks in the region. The excavation has provided valuable insight into the seafaring capabilities and trade networks of the ancient Phoenician civilization.",1
"The 60th Boat Race took place on 1 April 1903. Held annually, the Boat Race is a side-by-side rowing race between crews from the Universities of Oxford and Cambridge along the River Thames. The race was umpired for the first time by former Cambridge rower Frederick I. Pitman, whose misfiring starter pistol caused confusion at the start, allowing Cambridge to gain an advantage. They went on to win by six lengths in a time of 19 minutes 33 seconds. The victory took the overall record to 33–26 in Oxford's favour.",0
"Hiram Kahanawai, also known as Hairama Kahanawai, was a member of the Hawaiian nobility who served as a retainer and household steward of King Kamehameha IV and his widow Queen Emma of Hawaiʻi. He married the future Princess Poʻomaikelani, and they joined the court of King Kalākaua after he won the royal election of 1874 against Queen Emma.",0
"Fantasy was a British pulp science fiction magazine which published three issues in London between 1938 and 1939. The editor was T. Stanhope Sprigg; when the war started, he enlisted in the RAF and the magazine was closed down. The publisher, George Newnes Ltd, paid respectable rates, and as a result Sprigg was able to obtain some good quality material, including stories by John Wyndham, Eric Frank Russell, and John Russell Fearn.",0
"M-105 was the designation of a former state trunkline highway in the Thumb region of the US state of Michigan. It served as a connecting route between M-53 in Popple and M-83 near Elkton. The designation was in use in the 1920s and 1930s, and it has not been reused since.",0
"Clam dip is a classic dip made with minced clams, cream cheese, garlic, Worcestershire sauce, and various seasonings. It is a popular appetizer that is often served with crackers or chips. The creamy and savory flavors of the clams pair perfectly with the tanginess of the cream cheese and the subtle kick from the Worcestershire sauce. Clam dip is a crowd-pleasing option for gatherings or parties, and it is enjoyed by seafood lovers for its rich and delicious taste.",1
"Capital Bikeshare is a bicycle-sharing program in Washington, D.C., and the surrounding metropolitan areas. It provides an affordable and convenient transportation alternative to cars, allowing users to rent bikes from various stations located throughout the city. With over 4,000 bikes available, riders can pick up and drop off bicycles at any station, making it easy to navigate the city and explore its many attractions. Capital Bikeshare encourages sustainable transportation and promotes healthier lifestyles while reducing traffic congestion and carbon emissions in the capital region.",1
Lagrivea is a medical plant known for its traditional usage in treating various ailments and promoting overall well-being.,1
"M-227 is a state highway in the U.S. state of Michigan. It is a 3.897-mile long route located in Ingham County. The highway begins at a junction with M-78 in the rural city of Haslett and extends south towards M-43 in Lansing. M-227 primarily serves as a residential and commercial access road, providing a connection between these two areas. The route does not have any notable landmarks or attractions along its course, mostly serving as a local road for commuters and residents.",1
"""Marie Antoinette and Her Children"" is a biographical account that chronicles the life of Marie Antoinette, the infamous queen of France, and her relationship with her children. The book provides insights into the family dynamics, challenges, and love between the queen and her offspring, offering a fresh perspective on her controversial reign.",1
"Roy Riegels was a college football player who became infamous for an embarrassing mistake during the 1929 Rose Bowl. While playing for the University of California, Riegels recovered a fumble but, disoriented, started running towards his own team's goal instead of the opponent's. Despite teammates and coaches trying to redirect him, he made it close to his own end zone before being tackled by an opposing player. This play, later dubbed ""Roy Riegels run"" or the ""wrong way run,"" became one of the most memorable blunders in sports history, overshadowing Riegels' accomplished football career.",1
"Brazil competed in the 1994 Winter Olympics in Lillehammer, Norway. Although mainly known for its success in summer sports, Brazil sent a small team of athletes to compete in the alpine skiing events. While they did not secure any medals, the Brazilian athletes demonstrated their determination and resilience in facing the challenges of a winter sports competition. Their participation symbolized the country's commitment to promoting sporting diversity and expanding its presence on the global stage.",1
"South Africa did not compete in the 2010 Winter Olympics held in Vancouver, Canada. The nation's absence was due to a lack of winter sport athletes meeting the qualifications. However, they have previously participated in the Summer Olympics and aim to qualify for future Winter Games.",1
"Audley Dean Nicols was an American artist, illustrator and muralist. Born and raised in Sewickley, Pennsylvania; he studied in New York and Europe, and worked as an illustrator for various national magazines in the United States. He moved to El Paso, Texas in the early 1920s, where he painted desert landscapes of the American Southwest. Nicols achieved national recognition during his lifetime; his style and choice of subjects gathering followers who became known as the ""Purple Mountain Painters"".",0
"Samuel Charles Conway is an American researcher in the pharmaceutical, biomedical and agrochemical fields of organic chemistry. He holds a Ph.D. in chemistry from Dartmouth College. Aside from his scientific career, Conway is known for his activities in the furry fandom, having served since 1999 as chairman and chief organizer of Anthrocon, the second largest furry convention in the world. He is a published author, and has acted as a volunteer emergency coordinator, entertainer, and auctioneer.",0
"A national without household registration is a person with Republic of China nationality who does not have household registration in Taiwan. Nationals with this status are subject to immigration controls when entering the Taiwan Area, do not have automatic residence rights there, cannot vote in Taiwanese elections, and are exempt from conscription. Most individuals with this status are children born overseas to Taiwanese citizens. About 60,000 NWOHRs currently hold Taiwanese passports with this status.",0
"Rahul Chandrakant Thakkar is an Indian-American software inventor who was one of the 33 recipients of Academy Award for scientific and technical achievement in 2016. Thakkar won the Academy Award for creating the ""groundbreaking design"" of DreamWorks Animation Media Review System, a scalable digital film review platform.Thakkar was also a key member of the animation software development team for Shrek, which went on to win the first-ever Academy Award for Best Animated Feature at the 74th Academy Awards. He currently resides in Virginia, working in the aerospace industry for a Boeing subsidiary.",0
"Sungei Road and the Thieves' Market, the largest and oldest flea market in Singapore, where locals can shop for old bric-a-brac or second-hand goods. The market was permanently closed on 10 July 2017 for ""future residential development use"".",0
"At the 2014 Winter Paralympics, Romania sent a delegation of three athletes in para-alpine skiing and para-snowboarding. Despite facing tough competition, the athletes showcased their skills and achieved respectable results. Romania's performance demonstrated their commitment to inclusivity and participation in international sporting events.",1
"Rickey Henderson, born on December 25, 1958, is a former American professional baseball player known for his unparalleled speed and skill as a leadoff hitter. He holds numerous records, including the most stolen bases and runs scored in Major League Baseball history, and was inducted into the Hall of Fame in 2009.",1
"Brooke Street Pier is an iconic waterfront venue located in Hobart, Tasmania. This architectural masterpiece was designed to provide a unique and vibrant space for locals and tourists alike. With its various facilities including restaurants, bars, cafes, and a marketplace, it offers a diverse range of dining and recreational experiences. The pier also houses the famous MONA ferry, making it a popular starting point for exploring the art museum. Whether enjoying the stunning waterfront views or indulging in delectable food and drinks, Brooke Street Pier is a must-visit destination in Hobart.",1
"King's Highway 140, commonly referred to as Highway 140, is a provincially maintained highway in the Canadian province of Ontario. The highway connects Port Colborne near Lake Erie with Highway 406 in Welland, via the Main Street Tunnel. It was constructed in the early 1970s as part of the Welland Bypass project of the Welland Canal, which resulted in the severance of several highways and rail lines. Opened to traffic in late 1972, several months following the tunnel, Highway 140 has remained unchanged since, despite growing calls to resign it as an extension of Highway 406.",0
"Illecillewaet Glacier is a notable glacier located in Glacier National Park, British Columbia, Canada. With a length of approximately 7.2 kilometers, it is one of the most accessible glaciers in the park. The glacier retreats at a rate of around 16 meters per year. Illecillewaet Glacier is known for its stunning blue ice and impressive ice caves that can be explored by adventurous visitors. The glacier serves as a valuable research site for scientists studying climate change and its impacts on glaciers, making it a significant natural wonder and scientific resource.",1
"Ohio State Route 293 is a state highway located in Northwest Ohio. The route spans approximately 40 miles, connecting rural areas and small towns. Starting at the intersection of State Route 18 and State Route 53, it runs northeast, passing through Bloomdale and Risingsun before ending at State Route 19. This two-lane road provides access to local communities and serves as a vital link for residents, commuters, and travelers in the region.",1
"The 19th Boat Race between crews from the University of Oxford and the University of Cambridge took place on the River Thames on 12 April 1862. Oxford won by 10 lengths in a time of 24 minutes and 34 seconds, taking the overall record to 10–9 in Cambridge's favour.",0
"Islam Mohamed Ramadan Rashad , known as Milo, is an Egyptian Footballer. He plays as a left back for Egyptian Premier League.",0
"Deaths in Singapore offset the population increase from live births. In 2007, 17,140 people in Singapore died from various causes. The death rate was 4.5 deaths per 1,000 of the population. There are strict regulations surrounding death and treatment of the body after death.",0
"Yvon Cormier . He also competed in the Calgary, Alberta-based Stampede Wrestling for many years.",0
"Phoronids, belonging to the phylum Phoronida, are marine organisms commonly known as horseshoe worms. They are small, worm-like creatures with a crown of tentacles surrounding their mouth. Phoronids are filter feeders that live in tubular structures in sandy or muddy substrates, often within coral reefs or along rocky shores. They possess a U-shaped digestive system and a unique structure called the lophophore, which they use to capture and absorb food particles. Phoronids are considered ancient animals, with fossil evidence dating back hundreds of millions of years. They play a significant ecological role in marine ecosystems, serving as important components of benthic communities.",1
"Luxembourg sent a delegation to compete in the 2006 Winter Olympics, held in Turin, Italy from 10–26 February 2006. Luxembourg returned to the Winter Olympic Games after missing the 2002 Winter Olympics in Salt Lake City. The Luxembourgian delegation consisted of a single figure skater, Fleur Maxwell, making her Olympic debut. In the ladies' singles she finished in 24th place.",0
"The 1889 Boat Race was the 45th edition of this annual rowing competition between the University of Oxford and the University of Cambridge. It took place on March 30th, 1889, on the River Thames in London. Cambridge emerged victorious, winning by three lengths in a time of 24 minutes and 16 seconds. The race was marred by rough water conditions, causing both crews to struggle. Spectators witnessed a valiant effort from both teams, with Cambridge ultimately claiming their 26th victory in the history of the event.",1
"Lactarius rupestris, commonly known as the rock milkcap, is a species of mushroom found in North America and Europe. It is typically found growing on calcareous rocks or in alpine areas. This mushroom has a convex cap that can vary in color, ranging from pale orange to deep reddish-brown. The flesh is soft and white, bruising to a pale pink or yellow when damaged. L. rupestris is characterized by its milky latex that exudes from the gills when injured. Although not highly sought after for culinary purposes, this species is a fascinating find for mushroom enthusiasts and researchers.",1
"Tatwine was an Anglo-Saxon bishop and archbishop in the 8th century. He served as the ninth archbishop of Canterbury and played a significant role in the church and government affairs during the reigns of several kings. Tatwine was known for his written works, including a commentary on the Gospel of Matthew, which showcased his knowledge and theological insights. He was a respected figure who contributed to the development of the church in England during a crucial period of its history.",1
"Norid AS is the registry for the Norwegian country-code top-level domains . By agreement with the Internet Assigned Numbers Authority, Norid is delegated the exclusive authority to assign, administer and register domain names under these three top-level domains. Of these three top-level domains, second-level domains may only be registered under .no, while use of .sj and .bv is presently reserved.",0
"Roger fitzReinfrid was an influential English landowner and supporter of the earl of Chester. He held significant holdings in Cheshire and Staffordshire during the 12th century. He played a key role in the politics of his time, negotiating disputes and acting as a trusted advisor to the earl. Considered both powerful and skilled, he left a lasting impact on the regions he controlled.",1
"Mind Magic is a captivating magazine that explores the wonders of the human mind and its unlimited potential. Delving into topics such as psychology, memory techniques, mentalism, and mind tricks, this magazine offers readers a fascinating journey into the realm of mind magic. With expert advice, interviews with renowned mentalists, and articles on the latest research in cognitive sciences, Mind Magic aims to entertain, educate, and inspire readers to unlock their own mental prowess and discover the magic within their minds.",1
"The yellowtail flounder is a species of flatfish that is primarily found in the Northwest Atlantic Ocean. It has a distinctive yellow color on its underside, with a dark brown or black upper side. This fish is known for its commercial value as a popular food source. It is considered a demersal fish, meaning it lives close to the ocean floor. The yellowtail flounder is also a highly migratory species, called ""yellowtail"" due to the shape and coloration of its tail. It is a benthic predator, feeding on small invertebrates such as worms, clams, and crustaceans.",1
"Mars, commonly known as Mars bar, is the name of two varieties of chocolate bar produced by Mars, Incorporated. It was first manufactured in 1932 in Slough, England by Forrest Mars, Sr. The bar consists of caramel and nougat coated with milk chocolate.An American version of the Mars bar was produced which had nougat and toasted almonds covered in milk chocolate; later, caramel was added to the recipe as well. The American version was discontinued in 2002, then revived in a slightly different form the following year under the name ""Snickers Almond"".",0
"Masia was a short-lived Spanish and Catalan restaurant in Portland, Oregon. Housed in the Hyatt Centric Downtown Portland, the restaurant was owned by married chefs José Chesa and Cristina Baez and their business partner, Emily Metivier. Shortly after opening with breakfast, lunch, and dinner service in February 2020, the COVID-19 pandemic forced Masia to close temporarily. The restaurant operated in various forms throughout the remainder of 2020, offering take-out service and special pre-packaged dinners for select holidays. The owners initially planned to close temporarily in January 2021 but confirmed the restaurant's permanent closure in March.",0
"The Sunset Park Material Recovery Facility is a state-of-the-art waste management facility located in Brooklyn, New York. It is operated by SIMS Municipal Recycling and serves as a crucial component in the city's efforts to increase recycling rates and reduce waste sent to landfills. The facility processes recyclable materials collected by the city's curbside recycling program, including paper, plastic, glass, and metal. With advanced sorting technologies, it maximizes the recovery of valuable resources and ensures they are properly recycled. The Sunset Park Material Recovery Facility plays a vital role in promoting sustainable waste management practices in New York City.",1
"The Impact Knockouts World Championship is a women's professional wrestling world championship owned by Impact Wrestling. It is primarily contested for in Impact's women's division, known as the Impact Knockouts. The championship debuted on October 14, 2007 at the Bound for Glory pay-per-view event under the name TNA Knockouts Championship until the promotion changed its name in March 2017, then added the world status in 2021. The current champion is Deonna Purrazzo, who is in her third reign.",0
"Denmark sent a delegation to compete at the 2014 Winter Paralympics in Sochi, Russia from 7–16 March 2014. This was Denmark's tenth appearance at a Winter Paralympic Games. The Danish delegation to Sochi consisted of two alpine skiers, Ulrik Nyvold and Line Damgaard. Nyvold failed to finish either of his events, while Damgaard placed 12th in the women's standing slalom and 15th in the women's standing giant slalom.",0
"George P. Burdell is a fictional character who has become an enduring and legendary figure at the Georgia Institute of Technology . Created in 1927 as an elaborate prank by a group of students, Burdell has since been enrolled at the university and has continued to participate in various activities, including receiving degrees and even serving in the military. Burdell's mythical existence highlights the humor and creativity of the Georgia Tech community, and has become an integral part of the university's history and culture.",1
"The Flag of Provo, Utah incorporates various symbols that represent the city's culture and history. The white background symbolizes purity and peace, while the center emblem showcases Mount Timpanogos, a prominent natural landmark. The blue stripe beneath it represents the Provo River, which flows through the city. The emblem also features an arrowhead, signifying the Native American heritage, and a shield, representing protection and unity. Overall, the flag aims to embody the essence of Provo, emphasizing its natural beauty, indigenous roots, and community spirit.",1
"State Route 244 . SR 244 was first added to the state highway system in 1959 as Legislative Route 288, and was renumbered as SR 244 in the 1964 renumbering. Portions of this route have been removed from the system as recently as 1994.",0
Lagrave is a commune in the Tarn department in the Occitania region of southern France.,0
"The bookwheel is a type of rotating bookcase that allows one person to read multiple books in one location with ease. The books are rotated vertically similar to the motion of a water wheel, as opposed to rotating on a flat table surface. The design for the bookwheel originally appeared in a 16th-century illustration by Agostino Ramelli at a time when large books posed practical problems for readers. Ramelli's design influenced other engineers and, though now obsolete, inspires modern artists and historians.",0
"Dominica participated at the 2016 Summer Olympics in Rio de Janeiro from 5 to 21 August 2016. The country's participation in Rio marked its sixth appearance in the Summer Olympics since its debut at the 1996 Summer Olympics. The delegation included two athletes: Yordanys Durañona and Thea LaFond, both competing in the men's and women's triple jump, respectively. The former qualified for the Games by meeting qualification standards while the latter entered the quadrennial event through a wildcard place. Neither athlete progressed further than the first round of their sport events.",0
"Missouri Route 101 is a state highway in the southern part of the state. It connects the towns of Joplin and Rosedale, covering a distance of approximately 14.5 miles. The road is mostly a two-lane rural highway that passes through scenic countryside, with minimal commercial development along its route. Missouri Route 101 provides a convenient and efficient transportation link for residents and travelers in this part of Missouri.",1
"New York State Route 28B in the village of Prospect and NY 12 and NY 28 in the village of Remsen. It was assigned in 1935 and removed in the mid-1960s, at which time most of the route became New York State Route 920V, an unsigned reference route. The alignment of NY 28B was originally part of legislative Route 26 and later Route 25 in the early 20th century.",0
"Singapore sent a delegation to compete at the 2018 Winter Olympics in Pyeongchang, South Korea, from 9 to 25 February 2018. This marked the debut for Singapore at the Winter Olympics. The country was represented by single competitor, speed skater Cheyenne Goh. She did not advance out of the qualifying round of her event, the women's 1500 metres race.",0
"John Greenfield Hawthorne was an English and American archaeologist and academic. He was known for his works on Greek literature, and translations, and in 1963 published, with Cyril Stanley Smith, a translation of the works on metallurgy by Theophilus.",0
Delaware Route 58 in Christiana and DE 37 near the Wilmington Airport. Churchmans Road was originally a county road that was paved in the 1930s and realigned twice in the 1950s. DE 58 was designated onto it in the 1980s.,0
"Norid is the domain name registry for the .no top-level domain in Norway. It is a non-profit organization established in 2003 and is responsible for the registration, administration, and maintenance of domain names in Norway. Norid ensures the stability and security of the .no domain and promotes the use of the internet within Norway. With strict domain name regulations, Norid ensures fair and transparent registration processes for individuals, organizations, and businesses in Norway.",1
"Frankenstein, MD is a 2014 American Gothic horror comedy webseries with transmedia elements. Produced in partnership between Pemberley Digital and PBS Digital Studios, the show is a modern adaptation of Mary Shelley's 1818 novel Frankenstein; or, The Modern Prometheus, replacing the eponymous character with Victoria Frankenstein, a medical student near graduation. The show, which represents PBS Digital's first foray into scripted content, was created by Bernie Su, Brett Register, and Lon Harris. It ran on YouTube from August 19 through October 31, 2014, and was generally well-received by critics.",0
"Companion planting is a gardening technique where certain plants are grown closely together to benefit each other. This method aims to enhance plant growth, health, and productivity, while reducing the need for pesticides or fertilizers. Some companions help deter pests by releasing natural compounds or emitting scents that repel harmful insects, while others attract beneficial predators. Certain combinations may enhance nutrient uptake or support pollination. Examples of companion planting include planting marigolds near tomatoes to repel nematodes, or growing beans next to corn to fix nitrogen in the soil. This organic practice promotes biodiversity and can contribute to a more sustainable and productive garden.",1
"Court McGee is a professional mixed martial artist from the United States. Born on December 12, 1984, in Utah, he began his fighting career in the welterweight division. McGee gained prominence after winning The Ultimate Fighter reality show in 2010, earning a contract with the UFC. Throughout his career, he has showcased impressive grappling skills and a well-rounded fighting style. Despite facing personal struggles, including addiction recovery, McGee has remained dedicated to his sport and has become an inspiration to many.",1
Silvio Meier . His death has been commemorated with an annual memorial march and the renaming of a street in the Berlin district of Friedrichshain.,0
"Henry P. Caulfield Jr. was an American political scientist who had a long and distinguished career in public service with the U.S. Department of the Interior, culminating as the first director of its U.S. Water Resources Council, before becoming professor of political science at Colorado State University. He served on many boards and advisory committees and as a consultant to water resources agencies worldwide, and received awards for his service. Caulfield was born in New York City, and died in Fort Collins, Colorado, where he retired in 1986.",0
